"illustrations","key","word","corrAnsw","trial_type","cues","illustration_loop.thisRepN","illustration_loop.thisTrialN","illustration_loop.thisN","illustration_loop.thisIndex","repeat_practice.thisRepN","repeat_practice.thisTrialN","repeat_practice.thisN","repeat_practice.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","ongoing_task_loop.thisRepN","ongoing_task_loop.thisTrialN","ongoing_task_loop.thisN","ongoing_task_loop.thisIndex","loop_cues.thisRepN","loop_cues.thisTrialN","loop_cues.thisN","loop_cues.thisIndex","loop_cues2.thisRepN","loop_cues2.thisTrialN","loop_cues2.thisN","loop_cues2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","PM_task_loop.thisRepN","PM_task_loop.thisTrialN","PM_task_loop.thisN","PM_task_loop.thisIndex","recog_task_loop.thisRepN","recog_task_loop.thisTrialN","recog_task_loop.thisN","recog_task_loop.thisIndex","slider_mood.response","slider_mood.rt","slider_arousal.response","slider_arousal.rt","key_resp_6.keys","key_resp_6.corr","key_resp_6.rt","key_resp_6.rtFirst","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","key_resp_ongoing.keys","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_ongoing.rtFirst","key_resp_PM.keys","key_resp_PM.rt","key_resp_PM.rtFirst","key_resp_PM.corr","key_resp_PM.lenient","key_resp_recognition.keys","key_resp_recognition.corr","key_resp_recognition.rt","key_resp_recognition.rtFirst","participant","session","expName","psychopyVersion","frameRate","X"
"","","column","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"['l']",1,"[1.0504489999984798]",1.05044899999848,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","pencil","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","trust","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"['l']",1,"[0.9509459000000788]",0.950945900000079,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","item","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","trust","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","bathroom","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"['l']",1,"[0.6005187000009755]",0.600518700000976,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","honey","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"['l']",1,"[0.5838242000027094]",0.583824200002709,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","bathroom","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","modest","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","cottage","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"['l']",1,"[1.0001622999989195]",1.00016229999892,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","dark","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","cottage","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","legend","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"['l']",1,"[0.7504353000003903]",0.75043530000039,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","serious","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","legend","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","history","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,31,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"['l']",1,"[0.9340264999991632]",0.934026499999163,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","pencil","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32,32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","history","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33,33,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","metal","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,34,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","column","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","metal","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","foot","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"['l']",1,"[0.817215799997939]",0.817215799997939,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","honey","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,38,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","foot","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","","","","bottle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","","","","writer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","","","","event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","","","","bottle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","","","","event",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","","","","writer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,36,4.49968470000022,86,3.45022470000185,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,42,2.69999530000132,85,2.1504042000015,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,NA,"","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","mail","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[1.7976973999975598]",1.79769739999756,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","watch","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[1.4338066999989678]",1.43380669999897,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","mail","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['d']","[0.5003685000010591]",0.500368500001059,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","anxious","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[1.0340828000007605]",1.03408280000076,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","truck","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[1.200493299998925]",1.20049329999893,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","anxious","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['d']","[0.7674073000016506]",0.767407300001651,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","humble","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[0.9337966999992204]",0.93379669999922,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","paper","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[0.767765500000678]",0.767765500000678,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","humble","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['d']","[0.7006934999990335]",0.700693499999034,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","bottle","h","PM cue","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['h']","[1.1002386000000115]",1.10023860000001,1,"1","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","vehicle","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[1.2171242000003986]",1.2171242000004,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","clouds","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[1.633941500000219]",1.63394150000022,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","vehicle","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['d']","[0.7339885000001232]",0.733988500000123,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","rain","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[0.5337428000020736]",0.533742800002074,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","opinion","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[1.3675884999975096]",1.36758849999751,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","rain","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['d']","[0.4004421999998158]",0.400442199999816,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","quiet","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,16,16,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[0.900480599997536]",0.900480599997536,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","market","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,17,17,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[1.1005187000009755]",1.10051870000098,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","quiet","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,18,18,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['d']","[1.1004305999995267]",1.10043059999953,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","avenue","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,19,19,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[1.3505256999997073]",1.35052569999971,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","writer","h","PM cue","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['h']","[1.4503412000012759]",1.45034120000128,1,"1","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","knife","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[1.1506147000000055]",1.15061470000001,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","paper","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,22,22,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['d']","[0.8674253999997745]",0.867425399999775,0,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","knife","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,23,23,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['d']","[0.983999700001732]",0.983999700001732,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","taste","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24,24,24,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[0.7840844999991532]",0.784084499999153,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","quality","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[0.883655000001454]",0.883655000001454,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","industry","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,26,26,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[0.7001716999984637]",0.700171699998464,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","quality","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,27,27,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['d']","[0.517147999998997]",0.517147999998997,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
"","","corner","l","No ","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"['l']","[0.7672499000000244]",0.767249900000024,1,"[]","",NA,"",NA,8,1,"PM","3.0.6",59.9393892890062,NA
