"illustrations","key","word","corrAnsw","trial_type","cues","illustration_loop.thisRepN","illustration_loop.thisTrialN","illustration_loop.thisN","illustration_loop.thisIndex","repeat_practice.thisRepN","repeat_practice.thisTrialN","repeat_practice.thisN","repeat_practice.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","ongoing_task_loop.thisRepN","ongoing_task_loop.thisTrialN","ongoing_task_loop.thisN","ongoing_task_loop.thisIndex","loop_cues.thisRepN","loop_cues.thisTrialN","loop_cues.thisN","loop_cues.thisIndex","loop_cues2.thisRepN","loop_cues2.thisTrialN","loop_cues2.thisN","loop_cues2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","PM_task_loop.thisRepN","PM_task_loop.thisTrialN","PM_task_loop.thisN","PM_task_loop.thisIndex","recog_task_loop.thisRepN","recog_task_loop.thisTrialN","recog_task_loop.thisN","recog_task_loop.thisIndex","slider_mood.response","slider_mood.rt","slider_arousal.response","slider_arousal.rt","key_resp_6.keys","key_resp_6.corr","key_resp_6.rt","key_resp_6.rtFirst","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","key_resp_ongoing.keys","key_resp_ongoing.corr","key_resp_ongoing.rt","key_resp_ongoing.rtFirst","key_resp_PM.keys","key_resp_PM.corr","key_resp_PM.rt","key_resp_PM.lenient","key_resp_PM.rtFirst","key_resp_recognition.keys","key_resp_recognition.corr","key_resp_recognition.rt","key_resp_recognition.rtFirst","participant","session","expName","psychopyVersion","frameRate","X"
"","","arm","l","No","",NA,NA,NA,NA,3,0,3,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","lion","d","HIT","",NA,NA,NA,NA,3,0,3,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.7672985000535846]",0.767298500053585,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","l","No","",NA,NA,NA,NA,3,0,3,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[0.7838572999462485]",0.783857299946249,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,3,0,3,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[0.984197000041604]",0.984197000041604,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","d","HIT","",NA,NA,NA,NA,3,0,3,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[1.1003920999355614]",1.10039209993556,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","l","No","",NA,NA,NA,NA,3,0,3,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.000760800205171]",1.00076080020517,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","arm","l","No","",NA,NA,NA,NA,3,0,3,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l']",1,"[1.500610299874097]",1.5006102998741,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","d","HIT","",NA,NA,NA,NA,3,0,3,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.9673887998797]",0.9673887998797,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","l","No","",NA,NA,NA,NA,3,0,3,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,3,0,3,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l', 'd']",1,"[9.050033986568451e-05, 0.9173607002012432]",9.05003398656845e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,3,0,3,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[1.033895299769938]",1.03389529976994,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","l","No","",NA,NA,NA,NA,3,0,3,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[0.8506856998428702]",0.85068569984287,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,3,0,3,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l']",1,"[1.133878099732101]",1.1338780997321,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","d","HIT","",NA,NA,NA,NA,3,0,3,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.8673934997059405]",0.86739349970594,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","","","","",NA,NA,NA,NA,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"y",10.1466418998316,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,4,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","lion","l","No","",NA,NA,NA,NA,4,0,4,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[0.9172959998250008]",0.917295999825001,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","arm","l","No","",NA,NA,NA,NA,4,0,4,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[0.8506228998303413]",0.850622899830341,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","lion","d","HIT","",NA,NA,NA,NA,4,0,4,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.8335707001388073]",0.833570700138807,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","l","No","",NA,NA,NA,NA,4,0,4,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l']",1,"[1.250419800169766]",1.25041980016977,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,4,0,4,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[0.8836392997764051]",0.883639299776405,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","d","HIT","",NA,NA,NA,NA,4,0,4,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.8503403002396226]",0.850340300239623,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","l","No","",NA,NA,NA,NA,4,0,4,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.0508909998461604]",1.05089099984616,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","arm","l","No","",NA,NA,NA,NA,4,0,4,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","d","HIT","",NA,NA,NA,NA,4,0,4,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","l","No","",NA,NA,NA,NA,4,0,4,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,4,0,4,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.2172119999304414]",1.21721199993044,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,4,0,4,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","l","No","",NA,NA,NA,NA,4,0,4,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.383315599989146]",1.38331559998915,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,4,0,4,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l']",1,"[1.6003755000419915]",1.60037550004199,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","d","HIT","",NA,NA,NA,NA,4,0,4,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[1.000768800266087]",1.00076880026609,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","","","","",NA,NA,NA,NA,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"y",17.6154793999158,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,5,0,5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","lion","l","No","",NA,NA,NA,NA,5,0,5,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l', 'l']",1,"[8.950009942054749e-05, 1.433553499635309]",8.95000994205475e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","arm","l","No","",NA,NA,NA,NA,5,0,5,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l']",1,"[0.5339358001947403]",0.53393580019474,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","lion","d","HIT","",NA,NA,NA,NA,5,0,5,0,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d', 'd']",1,"[8.889986202120781e-05, 0.8836008002981544]",8.88998620212078e-05,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","l","No","",NA,NA,NA,NA,5,0,5,0,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.0006424002349377]",1.00064240023494,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,5,0,5,0,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l']",1,"[1.2174311997368932]",1.21743119973689,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","black","d","HIT","",NA,NA,NA,NA,5,0,5,0,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[1.2171645001508296]",1.21716450015083,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","l","No","",NA,NA,NA,NA,5,0,5,0,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[0.9505420997738838]",0.950542099773884,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","arm","l","No","",NA,NA,NA,NA,5,0,5,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l']",1,"[1.0835624001920223]",1.08356240019202,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","field","d","HIT","",NA,NA,NA,NA,5,0,5,0,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.8504276997409761]",0.850427699740976,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","l","No","",NA,NA,NA,NA,5,0,5,0,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","None",0,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","statue","l","No","",NA,NA,NA,NA,5,0,5,0,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['l', 'd']",1,"[0.0001038997434079647, 0.9335750001482666]",0.000103899743407965,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","excuse","d","HIT","",NA,NA,NA,NA,5,0,5,0,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.9838580000214279]",0.983858000021428,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","l","No","",NA,NA,NA,NA,5,0,5,0,0,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.033797699958086]",1.03379769995809,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","city","l","No","",NA,NA,NA,NA,5,0,5,0,0,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",0,"[1.433752799872309]",1.43375279987231,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","woman","d","HIT","",NA,NA,NA,NA,5,0,5,0,0,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","['d']",1,"[0.7507910998538136]",0.750791099853814,"",NA,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","","","","",NA,NA,NA,NA,5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"n",20.679467599839,"",NA,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"space",3.40028630010784,"",NA,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","plane","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","body","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","plane","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"['d']",1,"[0.6333739003166556]",0.633373900316656,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","alien","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","dark","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","alien","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","clothing","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"['d']",0,"[0.5009021000005305]",0.50090210000053,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","serious","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","clothing","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"['d']",1,"[0.7671927995979786]",0.767192799597979,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","stomach","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"None",0,"",NA,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","modest","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"['l']",1,"[1.3675220999866724]",1.36752209998667,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","stomach","d","HIT","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"['l']",0,"[1.1666132998652756]",1.16661329986528,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
"","","wonder","l","No","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,"",NA,"",NA,"",NA,"['l']",1,"[0.9011245002038777]",0.901124500203878,"",NA,"","",NA,"",NA,"",NA,110,1,"PM","3.0.6",59.9337850965743,NA
